,Azimuth_Right,Azimuth_Left,AOM_Right,AOM_Left,Elevation_Right,Elevation_Left,Xaxis_Right,Xaxis_Left,Yaxis_Right,Yaxis_Left,Zaxis_Right,Zaxis_Left,Pupil_Diameter_Right,Pupil_Diameter_Left,mode_status
252.452,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
252.561,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
252.671,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
252.780,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
252.889,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
252.999,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
253.108,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
253.217,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
253.327,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
253.436,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
253.545,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
253.655,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
253.764,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
253.873,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
253.983,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
254.092,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
254.202,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
254.311,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
254.420,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
254.530,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
254.639,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
254.748,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
254.858,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
254.967,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
255.076,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
255.186,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
255.295,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
255.404,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
255.514,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
255.623,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
255.732,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
255.842,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
255.951,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
256.060,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
256.170,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
256.389,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
256.498,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
256.607,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
256.717,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
256.826,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
256.935,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
257.045,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
257.154,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
257.263,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
257.373,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
257.591,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
257.701,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
257.810,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
257.919,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
258.029,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
258.138,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
258.247,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
258.357,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
258.466,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
258.576,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
258.685,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
258.794,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
258.904,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
259.013,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
259.122,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
259.232,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
259.341,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
259.450,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
259.560,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
259.669,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
259.778,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
259.888,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
259.997,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
260.106,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
260.216,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
260.325,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
260.434,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
260.544,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
260.653,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
260.763,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
260.872,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
260.981,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
261.091,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
261.200,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
261.309,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
261.419,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
261.528,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
261.637,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
261.747,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
261.856,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
261.965,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
262.075,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
262.184,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
262.293,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
262.403,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
262.512,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
262.621,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
262.731,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
262.840,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
262.949,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
263.059,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
263.168,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
263.278,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
263.387,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
263.496,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
263.606,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
263.715,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
263.824,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
263.934,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
264.043,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
264.152,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
264.262,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
264.371,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
264.480,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
264.590,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
264.699,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
264.808,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
264.918,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
265.027,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
265.136,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
265.246,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
265.355,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
265.465,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
265.574,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
265.683,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
265.793,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
265.902,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
266.011,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
266.121,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
266.230,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
266.339,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
266.449,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
266.558,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
266.667,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
266.777,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
266.886,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
266.995,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
267.105,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
267.214,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
267.323,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
267.433,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
267.542,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
267.652,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
267.761,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
267.870,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
267.980,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
268.089,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
268.198,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
268.417,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
268.526,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
268.636,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
268.745,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
268.854,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
268.964,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
269.073,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
269.182,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
269.292,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
269.401,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
269.510,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
269.620,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
269.729,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
269.838,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
269.948,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
270.057,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
270.167,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
270.276,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
270.385,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
270.495,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
270.604,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
270.713,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
270.823,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
270.932,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
271.041,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
271.151,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
271.260,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
271.369,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
271.479,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
271.697,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
271.807,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
271.916,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
272.025,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
272.135,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
272.244,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
272.354,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
272.463,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
272.572,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
272.682,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
272.791,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
272.900,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
273.010,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
273.119,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
273.228,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
273.338,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
273.447,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
273.556,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
273.666,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
273.775,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
273.884,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
273.994,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
274.103,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
274.212,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
274.322,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
274.431,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
274.541,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
274.650,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
274.759,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
274.869,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
274.978,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
275.087,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
275.197,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
275.306,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
275.415,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
275.525,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
275.634,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
275.743,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
275.853,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
275.962,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
276.071,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
276.181,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
276.290,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
276.399,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
276.509,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
276.618,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
276.728,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
276.837,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
276.946,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
277.056,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
277.165,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
277.274,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
277.384,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
277.493,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
277.602,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
277.712,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
277.821,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
277.930,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
278.040,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
278.149,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
278.258,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
278.368,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
278.477,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
278.586,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
278.696,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
278.805,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
278.914,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
279.024,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
279.133,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
279.243,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
279.352,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
279.461,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
279.571,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
279.680,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
279.789,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
279.899,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
280.008,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
280.117,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
280.227,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
280.336,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
280.445,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
280.555,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
280.664,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
280.773,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
280.883,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
280.992,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
281.101,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
281.211,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
281.320,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
281.430,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
281.539,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
281.648,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
281.867,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
281.976,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
282.086,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
282.195,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
282.304,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
282.414,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
282.523,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
282.632,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
282.742,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
282.851,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
282.960,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
283.070,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
283.179,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
283.288,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
283.398,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
283.507,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
283.617,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
283.726,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
283.835,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
283.945,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
284.054,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
284.163,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
284.273,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
284.382,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
284.491,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
284.601,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
284.710,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
284.819,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
284.929,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
285.038,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
285.147,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
285.257,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
285.366,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
285.475,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
285.585,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
285.694,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
285.803,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
285.913,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
286.022,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
286.132,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
286.241,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
286.350,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
286.460,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
286.569,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
286.678,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
286.788,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
286.897,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
287.006,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
287.116,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
287.225,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
287.334,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
287.444,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
287.553,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
287.662,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
287.772,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
287.881,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
287.990,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
288.100,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
288.209,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
288.319,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
288.428,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
288.537,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
288.647,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
288.756,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
288.865,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
288.975,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
289.084,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
289.193,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
289.303,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
289.412,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
289.631,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
289.740,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
289.849,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
289.959,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
290.068,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
290.177,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
290.287,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
290.396,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
290.506,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
290.615,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
290.724,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
290.834,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
